,longitude,latitude,neighborhood
12145,-73.9878,40.7641,Clinton
12146,-73.9425,40.7039,East Williamsburg
12147,-73.9888,40.7669,Clinton
12148,-73.9836,40.7775,Lincoln Square
12149,-73.9784,40.6669,Park Slope-Gowanus
12150,-73.9933,40.7434,Hudson Yards-Chelsea-Flatiron-Union Square
12151,-73.9822,40.7407,Gramercy
12152,-74.018,40.7067,Battery Park City-Lower Manhattan
12153,-73.9749,40.7437,Murray Hill-Kips Bay
12154,-73.9539,40.8002,Central Harlem South
12155,-74.0016,40.7371,West Village
12156,-73.9478,40.7822,Yorkville
12157,-73.9414,40.844,Washington Heights South
12158,-73.9847,40.7637,Midtown-Midtown South
12159,-73.9614,40.6829,Clinton Hill
12160,-73.9344,40.7669,Astoria
12161,-73.9723,40.7952,Upper West Side
12162,-74.0157,40.7064,Battery Park City-Lower Manhattan
12163,-74.0094,40.7343,West Village
12164,-73.9843,40.7382,Gramercy
12165,-73.9945,40.7234,SoHo-TriBeCa-Civic Center-Little Italy
12166,-73.9772,40.7412,Murray Hill-Kips Bay
12167,-74.0101,40.7066,Battery Park City-Lower Manhattan
12168,-73.9795,40.7805,Upper West Side
12169,-73.9569,40.8032,Central Harlem South
12170,-73.9999,40.7297,West Village
12171,-74.0157,40.7064,Battery Park City-Lower Manhattan
12172,-73.8836,40.7536,Jackson Heights
12173,-73.9487,40.7841,Yorkville
12174,-73.9872,40.7628,Clinton
12175,-73.9864,40.7399,Gramercy
12176,-74.012,40.7052,Battery Park City-Lower Manhattan
12177,-73.9978,40.7439,Hudson Yards-Chelsea-Flatiron-Union Square
12178,-73.9857,40.7442,Midtown-Midtown South
12179,-73.9608,40.7147,North Side-South Side
12180,-74.0055,40.7111,Battery Park City-Lower Manhattan
12181,-74.018,40.7067,Battery Park City-Lower Manhattan
12182,-73.9667,40.7947,Upper West Side
12183,-73.9777,40.731,Stuyvesant Town-Cooper Village
12184,-73.9839,40.7316,East Village
12185,-73.9547,40.7751,Yorkville
12186,-73.9516,40.7708,Lenox Hill-Roosevelt Island
12187,-74.0084,40.7378,West Village
12188,-73.9562,40.8134,Morningside Heights
12189,-73.9507,40.8032,Central Harlem South
12190,-74.0,40.7278,West Village
12191,-73.9677,40.711,North Side-South Side
12192,-73.9796,40.7784,Lincoln Square
12193,-73.993,40.7715,Clinton
12194,-73.9939,40.7586,Clinton
12195,-73.97800000000002,40.7351,Stuyvesant Town-Cooper Village
12196,-73.9932,40.7171,Chinatown
12197,-73.9639,40.799,Upper West Side
12198,-73.9829,40.7199,Lower East Side
12199,-73.9416,40.7471,Hunters Point-Sunnyside-West Maspeth
12200,-73.8791,40.7501,Jackson Heights
12201,-73.9949,40.759,Clinton
12202,-74.0055,40.7111,Battery Park City-Lower Manhattan
12203,-73.9386,40.8257,Central Harlem North-Polo Grounds
12204,-73.9887,40.7401,Hudson Yards-Chelsea-Flatiron-Union Square
12205,-73.9862,40.7514,Midtown-Midtown South
12206,-73.955,40.7701,Lenox Hill-Roosevelt Island
12207,-73.9945,40.7234,SoHo-TriBeCa-Civic Center-Little Italy
12208,-73.9333,40.6886,Stuyvesant Heights
12209,-74.0061,40.7083,Battery Park City-Lower Manhattan
12210,-73.9765,40.7489,Murray Hill-Kips Bay
12211,-73.9616,40.7677,Lenox Hill-Roosevelt Island
12212,-73.9978,40.7612,Clinton
12213,-73.9865,40.7348,Gramercy
12214,-73.9567,40.7693,Lenox Hill-Roosevelt Island
12215,-73.9514,40.7792,Yorkville
12216,-74.0111,40.7061,Battery Park City-Lower Manhattan
12217,-73.9837,40.7267,East Village
12218,-73.9879,40.7654,Clinton
12219,-73.9863,40.7664,Clinton
12220,-73.9725,40.7436,Turtle Bay-East Midtown
12221,-73.9957,40.7622,Clinton
12222,-73.9389,40.6945,Stuyvesant Heights
12223,-73.9703,40.7843,Upper West Side
12224,-73.9865,40.7301,East Village
12225,-73.988,40.7653,Clinton
12226,-73.9544,40.7801,Upper East Side-Carnegie Hill
12227,-73.9941,40.7231,SoHo-TriBeCa-Civic Center-Little Italy
12228,-73.9883,40.7322,East Village
12229,-73.9773,40.7909,Upper West Side
12230,-73.9416,40.79,East Harlem South
12231,-73.9737,40.7928,Upper West Side
12232,-74.0113,40.7075,Battery Park City-Lower Manhattan
12233,-73.9929,40.6983,Brooklyn Heights-Cobble Hill
12234,-73.9964,40.7441,Hudson Yards-Chelsea-Flatiron-Union Square
12235,-73.9903,40.7486,Midtown-Midtown South
12236,-73.9693,40.7092,North Side-South Side
12237,-73.9756,40.7445,Murray Hill-Kips Bay
12238,-74.0096,40.7141,SoHo-TriBeCa-Civic Center-Little Italy
12239,-73.9861,40.7608,Midtown-Midtown South
12240,-73.9475,40.7816,Yorkville
12241,-73.985,40.7665,Clinton
12242,-74.0101,40.7066,Battery Park City-Lower Manhattan
12243,-73.9779,40.7466,Murray Hill-Kips Bay
12244,-73.9742,40.796,Upper West Side
12245,-73.9961,40.7191,SoHo-TriBeCa-Civic Center-Little Italy
12246,-73.9611,40.768,Lenox Hill-Roosevelt Island
12247,-73.9825,40.6913,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
12248,-73.9512,40.7761,Yorkville
12249,-73.9783,40.7632,Midtown-Midtown South
12250,-73.9899,40.7182,Chinatown
12251,-73.9889,40.7313,East Village
12252,-73.9923,40.6994,Brooklyn Heights-Cobble Hill
12253,-73.9195,40.7426,Hunters Point-Sunnyside-West Maspeth
12254,-74.0018,40.7388,West Village
12255,-74.0065,40.7081,Battery Park City-Lower Manhattan
12256,-73.9924,40.7187,Chinatown
12257,-73.9725,40.6767,Prospect Heights
12258,-73.9524,40.6765,Crown Heights North
12259,-74.0022,40.7505,Hudson Yards-Chelsea-Flatiron-Union Square
12260,-73.994,40.7638,Clinton
12261,-73.9896,40.7341,East Village
12262,-73.9978,40.7439,Hudson Yards-Chelsea-Flatiron-Union Square
12263,-73.9503,40.7845,Upper East Side-Carnegie Hill
12264,-73.9495,40.7959,East Harlem South
12265,-73.9882,40.7233,East Village
12266,-74.0257,40.6363,Bay Ridge
12267,-73.9648,40.7572,Turtle Bay-East Midtown
12268,-74.0046,40.7073,Battery Park City-Lower Manhattan
12269,-73.95100000000002,40.7752,Yorkville
12270,-73.986,40.7609,Midtown-Midtown South
12271,-73.9573,40.8041,Central Harlem South
12272,-73.9705,40.7957,Upper West Side
12273,-73.9829,40.6941,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
12274,-73.9838,40.7587,Midtown-Midtown South
12275,-73.9878,40.7657,Clinton
12276,-73.9876,40.771,Lincoln Square
12277,-74.0059,40.7075,Battery Park City-Lower Manhattan
12278,-73.986,40.7448,Midtown-Midtown South
12279,-74.0149,40.708,Battery Park City-Lower Manhattan
12280,-73.9741,40.789,Upper West Side
12281,-74.0028,40.7429,Hudson Yards-Chelsea-Flatiron-Union Square
12282,-73.9518,40.7768,Yorkville
12283,-74.0065,40.7081,Battery Park City-Lower Manhattan
12284,-74.0042,40.7522,Hudson Yards-Chelsea-Flatiron-Union Square
12285,-73.9727,40.7436,Turtle Bay-East Midtown
12286,-73.9773,40.7463,Murray Hill-Kips Bay
12287,-73.8654,40.7305,Rego Park
12288,-73.9988,40.7607,Hudson Yards-Chelsea-Flatiron-Union Square
12289,-73.9238,40.7718,Old Astoria
12290,-73.9824,40.7222,Lower East Side
12291,-73.999,40.761,Hudson Yards-Chelsea-Flatiron-Union Square
12292,-73.9942,40.7244,SoHo-TriBeCa-Civic Center-Little Italy
12293,-73.9655,40.7609,Turtle Bay-East Midtown
12294,-73.9531,40.7176,North Side-South Side
12295,-73.9525,40.7789,Yorkville
12296,-73.9668,40.8015,Morningside Heights
12297,-74.0076,40.7047,Battery Park City-Lower Manhattan
12298,-73.9859,40.7358,Gramercy
12299,-74.0093,40.7062,Battery Park City-Lower Manhattan
12300,-73.9525,40.7789,Yorkville
12301,-73.9449,40.8022,East Harlem North
12302,-74.0022,40.7505,Hudson Yards-Chelsea-Flatiron-Union Square
12303,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
12304,-73.957,40.5806,Brighton Beach
12305,-74.0148,40.7182,Battery Park City-Lower Manhattan
12306,-73.9403,40.7606,Queensbridge-Ravenswood-Long Island City
12307,-73.9565,40.7699,Lenox Hill-Roosevelt Island
12308,-73.9727,40.7436,Turtle Bay-East Midtown
12309,-73.9928,40.7551,Hudson Yards-Chelsea-Flatiron-Union Square
12310,-74.0165,40.7085,Battery Park City-Lower Manhattan
12311,-73.9789,40.7491,Murray Hill-Kips Bay
12312,-73.9518,40.7717,Lenox Hill-Roosevelt Island
12313,-73.8369,40.7201,Forest Hills
12314,-73.9792,40.7451,Murray Hill-Kips Bay
12315,-73.9824,40.7242,East Village
12316,-73.9986,40.7296,West Village
12317,-73.983,40.6969,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
12318,-74.0036,40.7399,West Village
12319,-73.9548,40.6697,Crown Heights South
12320,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
12321,-73.9401,40.8214,Central Harlem North-Polo Grounds
12322,-74.0089,40.7045,Battery Park City-Lower Manhattan
12323,-74.0148,40.7182,Battery Park City-Lower Manhattan
12324,-73.9839,40.7316,East Village
12325,-74.0055,40.7434,Hudson Yards-Chelsea-Flatiron-Union Square
12326,-73.9901,40.7487,Midtown-Midtown South
12327,-73.9667,40.7947,Upper West Side
12328,-73.9747,40.7923,Upper West Side
12329,-73.9486,40.8309,Hamilton Heights
12330,-73.9735,40.7469,Murray Hill-Kips Bay
12331,-73.99,40.7601,Clinton
12332,-73.9805,40.74,Murray Hill-Kips Bay
12333,-73.9507,40.773,Yorkville
12334,-73.9838,40.7674,Clinton
12335,-73.9705,40.7957,Upper West Side
12336,-73.9876,40.731,East Village
12337,-73.9076,40.7736,Steinway
12338,-73.9789,40.7491,Murray Hill-Kips Bay
12339,-74.0096,40.7141,SoHo-TriBeCa-Civic Center-Little Italy
12340,-73.9262,40.8622,Washington Heights North
12341,-74.0045,40.7521,Hudson Yards-Chelsea-Flatiron-Union Square
12342,-73.9502,40.7754,Yorkville
12343,-74.0047,40.7332,West Village
12344,-73.9622,40.7752,Upper East Side-Carnegie Hill
12345,-74.0149,40.708,Battery Park City-Lower Manhattan
12346,-74.0143,40.71,Battery Park City-Lower Manhattan
12347,-73.9678,40.7553,Turtle Bay-East Midtown
12348,-73.9839,40.7316,East Village
12349,-74.0055,40.7111,Battery Park City-Lower Manhattan
12350,-73.9847,40.747,Midtown-Midtown South
12351,-74.0099,40.7062,Battery Park City-Lower Manhattan
12352,-73.9602,40.8137,Morningside Heights
12353,-73.9513,40.8227,Hamilton Heights
12354,-73.9849,40.7469,Midtown-Midtown South
12355,-73.9571,40.7762,Upper East Side-Carnegie Hill
12356,-74.0166,40.7077,Battery Park City-Lower Manhattan
12357,-73.9859,40.6843,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
12358,-73.9785,40.7655,Midtown-Midtown South
12359,-73.9765,40.7489,Murray Hill-Kips Bay
12360,-73.9519,40.7694,Lenox Hill-Roosevelt Island
12361,-74.0148,40.7182,Battery Park City-Lower Manhattan
12363,-73.9361,40.803,East Harlem North
12364,-73.9466,40.7171,East Williamsburg
12365,-73.9608,40.7688,Lenox Hill-Roosevelt Island
12366,-73.9735,40.7911,Upper West Side
12367,-73.9474,40.7716,Yorkville
12368,-73.9721,40.7513,Turtle Bay-East Midtown
12369,-73.9831,40.7228,East Village
12370,-73.9887,40.7204,Chinatown
12371,-74.0154,40.7158,Battery Park City-Lower Manhattan
12372,-73.9574,40.7659,Lenox Hill-Roosevelt Island
12373,-73.9748,40.6785,Prospect Heights
12374,-73.9984,40.7353,West Village
12375,-73.9569,40.8032,Central Harlem South
12376,-73.9399,40.6773,Crown Heights North
12377,-73.9687,40.7906,Upper West Side
12378,-73.9846,40.7471,Midtown-Midtown South
12379,-73.9929,40.7714,Clinton
12380,-73.9742,40.796,Upper West Side
12381,-73.9424,40.6851,Bedford
12382,-73.9368,40.8503,Washington Heights South
12383,-73.9648,40.7572,Turtle Bay-East Midtown
12384,-73.9968,40.7562,Hudson Yards-Chelsea-Flatiron-Union Square
12385,-73.9799,40.7662,Midtown-Midtown South
12386,-73.9565,40.7719,Lenox Hill-Roosevelt Island
12388,-73.9578,40.7616,Lenox Hill-Roosevelt Island
12389,-73.9962,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
12390,-73.9642,40.6509,Flatbush
12391,-73.9825,40.6913,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
12392,-74.0078,40.7365,West Village
12393,-73.9486,40.7813,Yorkville
12394,-73.9604,40.7993,Morningside Heights
12395,-73.9542,40.7758,Yorkville
12396,-73.9402,40.752,Queensbridge-Ravenswood-Long Island City
12397,-73.9401,40.845,Washington Heights South
12398,-73.972,40.69300000000001,Fort Greene
12399,-73.9948,40.7592,Clinton
12400,-73.9862,40.7514,Midtown-Midtown South
12401,-73.9912,40.7443,Hudson Yards-Chelsea-Flatiron-Union Square
12402,-73.9533,40.768,Lenox Hill-Roosevelt Island
12403,-73.9815,40.7435,Murray Hill-Kips Bay
12404,-73.946,40.681,Bedford
12405,-73.9482,40.8289,Hamilton Heights
12406,-74.0088,40.706,Battery Park City-Lower Manhattan
12407,-73.97800000000002,40.7351,Stuyvesant Town-Cooper Village
12408,-73.9864,40.7315,East Village
12409,-73.9628,40.7633,Lenox Hill-Roosevelt Island
12410,-73.9727,40.7436,Turtle Bay-East Midtown
12411,-73.953,40.7723,Lenox Hill-Roosevelt Island
12412,-74.0101,40.7067,Battery Park City-Lower Manhattan
12413,-73.9781,40.7413,Murray Hill-Kips Bay
12414,-73.926,40.7726,Old Astoria
12415,-73.9827,40.6962,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
12416,-73.9945,40.7255,West Village
12417,-73.9607,40.7675,Lenox Hill-Roosevelt Island
12418,-73.9506,40.7724,Yorkville
12419,-73.9398,40.8242,Central Harlem North-Polo Grounds
12420,-74.0109,40.7191,SoHo-TriBeCa-Civic Center-Little Italy
12421,-74.0047,40.7334,West Village
12422,-74.0077,40.7065,Battery Park City-Lower Manhattan
12423,-73.9949,40.7419,Hudson Yards-Chelsea-Flatiron-Union Square
12424,-74.0036,40.7399,West Village
12425,-73.9585,40.7704,Lenox Hill-Roosevelt Island
12426,-73.9789,40.7414,Murray Hill-Kips Bay
12427,-74.0013,40.7264,SoHo-TriBeCa-Civic Center-Little Italy
12428,-73.9277,40.8671,Marble Hill-Inwood
12429,-73.9289,40.6809,Crown Heights North
12430,-73.9788,40.7454,Murray Hill-Kips Bay
12431,-73.947,40.7806,Yorkville
12432,-73.9824,40.7242,East Village
12433,-73.9851,40.7437,Hudson Yards-Chelsea-Flatiron-Union Square
12434,-74.0031,40.7288,West Village
12435,-73.9754,40.7444,Murray Hill-Kips Bay
12436,-74.0039,40.7401,West Village
12437,-73.9145,40.6861,Bushwick South
12438,-73.9836,40.7421,Gramercy
12439,-73.9963,40.7606,Clinton
12440,-73.9713,40.7664,Upper East Side-Carnegie Hill
12441,-74.0096,40.7141,SoHo-TriBeCa-Civic Center-Little Italy
12442,-73.9598,40.7679,Lenox Hill-Roosevelt Island
12443,-74.0086,40.7058,Battery Park City-Lower Manhattan
12444,-73.9803,40.6774,Park Slope-Gowanus
12445,-73.9594,40.7681,Lenox Hill-Roosevelt Island
12446,-74.0046,40.7073,Battery Park City-Lower Manhattan
12447,-73.9922,40.7248,East Village
12448,-73.9922,40.7673,Clinton
12449,-73.9859,40.7701,Lincoln Square
12450,-74.0149,40.708,Battery Park City-Lower Manhattan
12451,-73.9841,40.7675,Clinton
12452,-73.883,40.7522,Jackson Heights
12453,-73.9872,40.6088,Bensonhurst West
12454,-73.9603,40.7695,Lenox Hill-Roosevelt Island
12455,-73.903,40.7097,Ridgewood
12456,-73.984,40.7745,Lincoln Square
12457,-73.9867,40.7687,Clinton
12458,-73.9859,40.7701,Lincoln Square
12459,-73.9875,40.7743,Lincoln Square
12460,-73.9816,40.7776,Lincoln Square
12461,-73.9939,40.7586,Clinton
12462,-74.0047,40.7383,West Village
12463,-73.994,40.7214,SoHo-TriBeCa-Civic Center-Little Italy
12464,-74.0101,40.7067,Battery Park City-Lower Manhattan
12465,-73.9824,40.7236,East Village
12466,-73.9808,40.6535,Windsor Terrace
12467,-73.9603,40.7695,Lenox Hill-Roosevelt Island
12468,-73.9651,40.8024,Morningside Heights
12469,-73.9773,40.7909,Upper West Side
12470,-73.9522,40.7663,Lenox Hill-Roosevelt Island
12471,-74.0092,40.7387,West Village
12472,-73.9413,40.7515,Queensbridge-Ravenswood-Long Island City
12473,-73.9892,40.7259,East Village
12474,-73.9601,40.7676,Lenox Hill-Roosevelt Island
12475,-73.999,40.7406,Hudson Yards-Chelsea-Flatiron-Union Square
12476,-74.0149,40.708,Battery Park City-Lower Manhattan
12477,-73.9628,40.7633,Lenox Hill-Roosevelt Island
12478,-73.9799,40.7418,Murray Hill-Kips Bay
12479,-73.8584,40.7048,Glendale
12480,-73.9863,40.745,Midtown-Midtown South
12481,-73.9917,40.758,Clinton
12482,-73.9482,40.7795,Yorkville
12483,-73.9412,40.6189,Flatlands
12484,-73.9425,40.7487,Hunters Point-Sunnyside-West Maspeth
12485,-73.9603,40.7695,Lenox Hill-Roosevelt Island
12486,-73.98,40.7485,Murray Hill-Kips Bay
12487,-73.9818,40.7349,Gramercy
12488,-73.9198,40.7388,Hunters Point-Sunnyside-West Maspeth
12489,-73.9535,40.771,Lenox Hill-Roosevelt Island
12490,-73.98100000000002,40.74800000000001,Murray Hill-Kips Bay
12491,-73.934,40.771,Old Astoria
12492,-73.9929,40.6931,Brooklyn Heights-Cobble Hill
12493,-73.9789,40.7356,Stuyvesant Town-Cooper Village
12494,-74.0053,40.7456,Hudson Yards-Chelsea-Flatiron-Union Square
12495,-73.9486,40.7797,Yorkville
12496,-73.9776,40.7533,Turtle Bay-East Midtown
12497,-73.9946,40.7242,SoHo-TriBeCa-Civic Center-Little Italy
12498,-73.9947,40.7252,West Village
12499,-73.9669,40.6938,Clinton Hill
12500,-73.9915,40.7678,Clinton
12501,-73.92399999999998,40.8669,Marble Hill-Inwood
12502,-73.9454,40.7162,East Williamsburg
12503,-73.9547,40.6725,Crown Heights North
12504,-74.0081,40.7324,West Village
12505,-74.0046,40.7073,Battery Park City-Lower Manhattan
12506,-73.9481,40.7811,Yorkville
12507,-73.9873,40.7258,East Village
12508,-73.9832,40.7645,Midtown-Midtown South
12509,-74.0149,40.708,Battery Park City-Lower Manhattan
12510,-73.9536,40.7442,Hunters Point-Sunnyside-West Maspeth
12511,-73.9506,40.7929,East Harlem South
12512,-73.99,40.7601,Clinton
12513,-74.0137,40.7092,Battery Park City-Lower Manhattan
12514,-73.8565,40.7241,Forest Hills
12515,-73.9782,40.7447,Murray Hill-Kips Bay
12516,-73.9617,40.7604,Lenox Hill-Roosevelt Island
12517,-74.0016,40.7382,West Village
12518,-73.9657,40.7535,Turtle Bay-East Midtown
12519,-73.9747,40.7534,Turtle Bay-East Midtown
12520,-74.0149,40.708,Battery Park City-Lower Manhattan
12521,-73.9886,40.7656,Clinton
12522,-74.0009,40.7348,West Village
12523,-73.9913,40.7642,Clinton
12524,-74.0069,40.7074,Battery Park City-Lower Manhattan
12525,-73.9205,40.7423,Hunters Point-Sunnyside-West Maspeth
12526,-73.9497,40.7618,Lenox Hill-Roosevelt Island
12527,-73.9961,40.7131,Chinatown
12528,-73.999,40.761,Hudson Yards-Chelsea-Flatiron-Union Square
12529,-73.9956,40.7621,Clinton
12530,-73.9851,40.6887,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
12531,-73.9892,40.721,Chinatown
12532,-73.9922,40.7556,Clinton
12533,-73.9978,40.7612,Clinton
12534,-73.9394,40.8182,Central Harlem North-Polo Grounds
12535,-73.9649,40.7536,Turtle Bay-East Midtown
12536,-73.9945,40.7228,SoHo-TriBeCa-Civic Center-Little Italy
12537,-73.957,40.7727,Lenox Hill-Roosevelt Island
12538,-73.987,40.726,East Village
12539,-73.9741,40.7369,Murray Hill-Kips Bay
12540,-73.9683,40.7633,Upper East Side-Carnegie Hill
12541,-73.9959,40.7381,Hudson Yards-Chelsea-Flatiron-Union Square
12542,-73.9803,40.7853,Upper West Side
12543,-73.9845,40.7454,Midtown-Midtown South
12544,-73.9875,40.7324,East Village
12545,-73.9978,40.7612,Clinton
12546,-73.9528,40.7718,Lenox Hill-Roosevelt Island
12547,-73.9957,40.7227,SoHo-TriBeCa-Civic Center-Little Italy
12548,-73.9453,40.7787,Yorkville
12549,-73.9664,40.803,Morningside Heights
12550,-73.9521,40.7175,North Side-South Side
12551,-73.997,40.7386,Hudson Yards-Chelsea-Flatiron-Union Square
12552,-73.95100000000002,40.7727,Yorkville
12553,-73.9742,40.796,Upper West Side
12554,-73.9772,40.7412,Murray Hill-Kips Bay
12555,-73.9913,40.7585,Clinton
12556,-73.9761,40.7937,Upper West Side
12557,-73.9518,40.7717,Lenox Hill-Roosevelt Island
12558,-73.9984,40.7177,SoHo-TriBeCa-Civic Center-Little Italy
12559,-73.9821,40.739,Gramercy
12560,-73.9559,40.7727,Lenox Hill-Roosevelt Island
12561,-73.9205,40.7423,Hunters Point-Sunnyside-West Maspeth
12562,-74.0109,40.7191,SoHo-TriBeCa-Civic Center-Little Italy
12563,-73.9763,40.7347,Stuyvesant Town-Cooper Village
12564,-73.9609,40.8007,Morningside Heights
12565,-73.9731,40.7865,Upper West Side
12566,-73.949,40.778,Yorkville
12567,-73.99600000000002,40.7197,SoHo-TriBeCa-Civic Center-Little Italy
12568,-73.9551,40.7685,Lenox Hill-Roosevelt Island
12569,-73.9495,40.7723,Yorkville
12570,-74.0076,40.7047,Battery Park City-Lower Manhattan
12571,-74.0047,40.7475,Hudson Yards-Chelsea-Flatiron-Union Square
12572,-73.9999,40.7297,West Village
12573,-73.9925,40.7598,Clinton
12574,-73.9104,40.7012,Ridgewood
12575,-73.9409,40.81800000000001,Central Harlem North-Polo Grounds
12576,-74.0055,40.7111,Battery Park City-Lower Manhattan
12577,-73.9428,40.8388,Washington Heights South
12578,-73.9463,40.8039,Central Harlem South
12579,-73.9832,40.7707,Lincoln Square
12580,-73.9469,40.7826,Yorkville
12581,-73.9878,40.7656,Clinton
12582,-73.9744,40.7477,Murray Hill-Kips Bay
12583,-73.9689,40.7602,Turtle Bay-East Midtown
12584,-73.9528,40.7796,Yorkville
12585,-73.9849,40.7633,Midtown-Midtown South
12586,-73.9849,40.7436,Hudson Yards-Chelsea-Flatiron-Union Square
12587,-74.0089,40.7045,Battery Park City-Lower Manhattan
12588,-73.9245,40.739,Hunters Point-Sunnyside-West Maspeth
12589,-74.0103,40.7095,Battery Park City-Lower Manhattan
12590,-73.9489,40.7706,Lenox Hill-Roosevelt Island
12591,-73.9823,40.7458,Midtown-Midtown South
12592,-73.98100000000002,40.7639,Midtown-Midtown South
12593,-73.9372,40.8246,Central Harlem North-Polo Grounds
12594,-73.9927,40.7301,West Village
12595,-73.9625,40.7593,Turtle Bay-East Midtown
12596,-73.8512,40.7322,Forest Hills
12597,-74.0059,40.7075,Battery Park City-Lower Manhattan
12598,-73.9531,40.7769,Yorkville
12599,-73.96600000000002,40.7121,North Side-South Side
12600,-73.956,40.7472,Hunters Point-Sunnyside-West Maspeth
12601,-73.9552,40.7184,North Side-South Side
12602,-73.9877,40.7643,Clinton
12603,-73.9782,40.7496,Murray Hill-Kips Bay
12604,-73.9386,40.8257,Central Harlem North-Polo Grounds
12605,-73.9891,40.7651,Clinton
12606,-73.986,40.7292,East Village
12607,-73.96600000000002,40.7606,Turtle Bay-East Midtown
12608,-73.9401,40.8438,Washington Heights South
12609,-73.9562,40.5871,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
12610,-73.9778,40.7467,Murray Hill-Kips Bay
12611,-73.9353,40.8467,Washington Heights South
12612,-73.9763,40.7878,Upper West Side
12613,-73.9836,40.7294,East Village
12614,-73.9545,40.7682,Lenox Hill-Roosevelt Island
12615,-73.9772,40.7412,Murray Hill-Kips Bay
12616,-73.9839,40.776,Lincoln Square
12617,-74.0049,40.6438,Sunset Park East
12618,-73.9608,40.7719,Upper East Side-Carnegie Hill
12619,-73.9416,40.7868,East Harlem South
12620,-73.9514,40.8274,Hamilton Heights
12621,-73.9564,40.7481,Hunters Point-Sunnyside-West Maspeth
12622,-73.9568,40.7726,Lenox Hill-Roosevelt Island
12623,-73.9742,40.796,Upper West Side
12624,-73.9849,40.7257,East Village
12625,-74.0023,40.7382,West Village
12626,-74.0046,40.7073,Battery Park City-Lower Manhattan
12627,-73.9826,40.7302,East Village
12628,-73.9809,40.7394,Murray Hill-Kips Bay
12629,-73.9764,40.7894,Upper West Side
12631,-73.9608,40.7661,Lenox Hill-Roosevelt Island
12632,-73.9581,40.7697,Lenox Hill-Roosevelt Island
12633,-73.9916,40.7452,Midtown-Midtown South
12634,-73.9571,40.6674,Crown Heights South
12635,-73.9942,40.7244,SoHo-TriBeCa-Civic Center-Little Italy
12636,-74.0059,40.7156,SoHo-TriBeCa-Civic Center-Little Italy
12637,-73.9497,40.8051,Central Harlem South
12638,-73.9839,40.7316,East Village
12639,-73.9463,40.7766,Yorkville
12640,-73.9836,40.7421,Gramercy
12641,-73.9491,40.7803,Yorkville
12642,-73.9561,40.7472,Hunters Point-Sunnyside-West Maspeth
12643,-73.9857,40.7358,Gramercy
12644,-73.9886,40.7656,Clinton
12645,-74.0013,40.7347,West Village
12646,-73.9211,40.8081,Mott Haven-Port Morris
12647,-73.9539,40.7681,Lenox Hill-Roosevelt Island
12648,-73.9554,40.7758,Yorkville
12649,-73.9111,40.6769,Ocean Hill
12650,-73.9975,40.743,Hudson Yards-Chelsea-Flatiron-Union Square
12651,-73.97800000000002,40.7267,Lower East Side
12652,-73.9504,40.7823,Yorkville
12653,-74.0099,40.7062,Battery Park City-Lower Manhattan
12654,-74.0046,40.7073,Battery Park City-Lower Manhattan
12655,-73.9581,40.7631,Lenox Hill-Roosevelt Island
12656,-73.9938,40.7636,Clinton
12657,-73.9307,40.8577,Washington Heights North
12658,-73.9774,40.7447,Murray Hill-Kips Bay
12659,-74.0077,40.7065,Battery Park City-Lower Manhattan
12660,-73.9578,40.8198,Manhattanville
12661,-73.9864,40.73,East Village
12662,-73.9884,40.7255,East Village
12663,-73.9443,40.777,Yorkville
12664,-73.994,40.7638,Clinton
12665,-74.0061,40.7083,Battery Park City-Lower Manhattan
12666,-73.944,40.7218,Greenpoint
12667,-73.8225,40.7504,Flushing
12668,-73.9812,40.7449,Murray Hill-Kips Bay
12669,-73.9533,40.7745,Yorkville
12670,-73.9987,40.7322,West Village
12671,-73.9554,40.8066,Central Harlem South
12672,-74.0016,40.7391,West Village
12673,-74.0092,40.7387,West Village
12674,-73.9347,40.8514,Washington Heights North
12675,-73.971,40.7887,Upper West Side
12676,-74.0019,40.7313,West Village
12677,-73.9383,40.7145,East Williamsburg
12678,-74.0149,40.708,Battery Park City-Lower Manhattan
12679,-73.9824,40.7222,Lower East Side
12680,-73.9593,40.7594,Lenox Hill-Roosevelt Island
12681,-73.94,40.7133,East Williamsburg
12682,-74.0069,40.7074,Battery Park City-Lower Manhattan
12683,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
12684,-73.9785,40.7456,Murray Hill-Kips Bay
12685,-73.9837,40.7783,Lincoln Square
12686,-73.9663,40.7107,North Side-South Side
12687,-73.9509,40.7736,Yorkville
12688,-73.965,40.8008,Morningside Heights
12689,-73.8815,40.7524,Jackson Heights
12690,-73.9944,40.7518,Hudson Yards-Chelsea-Flatiron-Union Square
