,longitude,latitude,neighborhood
4862,-73.9786,40.7269,Lower East Side
4863,-73.9541,40.7761,Yorkville
4864,-73.9525,40.7779,Yorkville
4865,-73.9482,40.7832,Yorkville
4866,-74.0165,40.7085,Battery Park City-Lower Manhattan
4867,-73.9527,40.8242,Hamilton Heights
4868,-73.9462,40.7777,Yorkville
4869,-73.9875,40.7325,East Village
4870,-73.9557,40.7665,Lenox Hill-Roosevelt Island
4871,-74.0052,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
4872,-73.9734,40.7897,Upper West Side
4874,-73.9501,40.774,Yorkville
4875,-73.8293,40.7093,Kew Gardens
4876,-74.0046,40.7073,Battery Park City-Lower Manhattan
4877,-73.9893,40.7484,Midtown-Midtown South
4878,-73.9492,40.7707,Lenox Hill-Roosevelt Island
4879,-73.9764,40.7894,Upper West Side
4881,-73.9749,40.7482,Murray Hill-Kips Bay
4882,-73.9668,40.7555,Turtle Bay-East Midtown
4883,-73.9469,40.7785,Yorkville
4884,-73.9837,40.7674,Clinton
4885,-73.9757,40.7461,Murray Hill-Kips Bay
4886,-73.9362,40.8457,Washington Heights South
4888,-73.9401,40.7515,Queensbridge-Ravenswood-Long Island City
4889,-73.9863,40.7664,Clinton
4890,-73.95100000000002,40.7752,Yorkville
4891,-73.9837,40.722,East Village
4892,-73.9515,40.7874,East Harlem South
4893,-74.0148,40.7179,Battery Park City-Lower Manhattan
4895,-73.9846,40.7756,Lincoln Square
4896,-73.9506,40.7716,Yorkville
4897,-74.008,40.7321,West Village
4898,-73.9977,40.7509,Hudson Yards-Chelsea-Flatiron-Union Square
4899,-73.9846,40.7383,Gramercy
4900,-73.9738,40.7473,Murray Hill-Kips Bay
4901,-73.9619,40.7965,Upper West Side
4902,-73.9413,40.7515,Queensbridge-Ravenswood-Long Island City
4903,-73.9266,40.8614,Washington Heights North
4904,-73.9487,40.7805,Yorkville
4905,-73.9198,40.694,Bushwick South
4906,-74.0048,40.7261,SoHo-TriBeCa-Civic Center-Little Italy
4907,-73.9668,40.8015,Morningside Heights
4908,-74.0052,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
4909,-73.9828,40.7376,Gramercy
4910,-73.9909,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
4911,-73.9481,40.7811,Yorkville
4914,-73.9607,40.8142,Morningside Heights
4915,-73.9455,40.7929,East Harlem South
4916,-73.9807,40.7873,Upper West Side
4917,-74.0095,40.7054,Battery Park City-Lower Manhattan
4918,-74.0028,40.7257,SoHo-TriBeCa-Civic Center-Little Italy
4919,-73.9556,40.776,Yorkville
4920,-73.9886,40.7656,Clinton
4921,-73.9857,40.7283,East Village
4922,-73.9461,40.7661,Lenox Hill-Roosevelt Island
4924,-73.9791,40.7782,Lincoln Square
4925,-73.9504,40.7866,East Harlem South
4926,-74.0092,40.646,Sunset Park East
4927,-73.9945,40.7387,Hudson Yards-Chelsea-Flatiron-Union Square
4928,-73.9945,40.7387,Hudson Yards-Chelsea-Flatiron-Union Square
4930,-73.9249,40.6769,Crown Heights North
4931,-73.946,40.8231,Hamilton Heights
4932,-73.9741,40.7447,Murray Hill-Kips Bay
4933,-73.9675,40.7933,Upper West Side
4934,-73.9476,40.7741,Yorkville
4935,-74.0114,40.7029,Battery Park City-Lower Manhattan
4936,-73.9212,40.8657,Marble Hill-Inwood
4937,-73.9517,40.77,Lenox Hill-Roosevelt Island
4938,-73.9312,40.8553,Washington Heights North
4940,-73.9828,40.724,East Village
4941,-73.831,40.7062,Kew Gardens
4942,-73.9942,40.6603,Sunset Park West
4943,-73.9795,40.7404,Murray Hill-Kips Bay
4944,-73.9522,40.7707,Lenox Hill-Roosevelt Island
4945,-73.9648,40.7572,Turtle Bay-East Midtown
4946,-73.9562,40.7694,Lenox Hill-Roosevelt Island
4947,-73.9689,40.7602,Turtle Bay-East Midtown
4948,-73.9863,40.7664,Clinton
4950,-73.9558,40.773,Lenox Hill-Roosevelt Island
4951,-73.9908,40.7599,Clinton
4952,-74.0048,40.7908,Unknown
4953,-73.9782,40.7749,Lincoln Square
4954,-73.9816,40.7654,Midtown-Midtown South
4955,-73.9913,40.7585,Clinton
4956,-73.9498,40.7857,East Harlem South
4957,-74.0077,40.7065,Battery Park City-Lower Manhattan
4959,-73.9572,40.7826,Upper East Side-Carnegie Hill
4961,-73.9185,40.6996,Bushwick North
4962,-73.9653,40.7584,Turtle Bay-East Midtown
4963,-73.9773,40.7434,Murray Hill-Kips Bay
4964,-73.9927,40.7301,West Village
4965,-73.9258,40.6765,Crown Heights North
4966,-73.9877,40.7611,Clinton
4968,-73.9777,40.7449,Murray Hill-Kips Bay
4969,-73.984,40.7645,Midtown-Midtown South
4970,-73.987,40.7682,Clinton
4971,-73.9821,40.7317,Stuyvesant Town-Cooper Village
4972,-73.9875,40.7743,Lincoln Square
4973,-73.9712,40.7595,Turtle Bay-East Midtown
4974,-73.9834,40.7833,Upper West Side
4975,-73.9913,40.7585,Clinton
4976,-73.9814,40.7395,Murray Hill-Kips Bay
4977,-73.9487,40.7716,Yorkville
4978,-73.9506,40.7219,Greenpoint
4979,-73.9851,40.7718,Lincoln Square
4980,-74.0081,40.7324,West Village
4981,-73.9425,40.828,Hamilton Heights
4982,-73.926,40.861,Washington Heights North
4983,-74.0045,40.7521,Hudson Yards-Chelsea-Flatiron-Union Square
4984,-73.9909,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
4985,-74.0055,40.7111,Battery Park City-Lower Manhattan
4986,-73.9623,40.7967,Upper West Side
4987,-73.9785,40.7792,Upper West Side
4988,-74.0084,40.7378,West Village
4989,-73.9523,40.7805,Yorkville
4990,-73.9519,40.8007,Central Harlem South
4993,-73.9959,40.753,Hudson Yards-Chelsea-Flatiron-Union Square
4994,-73.9822,40.7213,Lower East Side
4995,-73.9843,40.7495,Midtown-Midtown South
4996,-73.9816,40.7283,East Village
4997,-73.9504,40.6483,Erasmus
4998,-73.968,40.7976,Upper West Side
4999,-73.9531,40.7189,North Side-South Side
5001,-74.0001,40.7344,West Village
5002,-73.9705,40.7957,Upper West Side
5003,-73.983,40.6969,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
5004,-73.9964,40.7441,Hudson Yards-Chelsea-Flatiron-Union Square
5005,-73.9901,40.7601,Clinton
5007,-73.9782,40.7749,Lincoln Square
5008,-73.9755,40.7487,Murray Hill-Kips Bay
5009,-73.9808,40.7426,Murray Hill-Kips Bay
5010,-73.9648,40.7535,Turtle Bay-East Midtown
5011,-73.8848,40.7488,Jackson Heights
5012,-74.0,40.7285,West Village
5013,-73.942,40.7865,East Harlem South
5015,-74.0046,40.7073,Battery Park City-Lower Manhattan
5016,-73.9978,40.7612,Clinton
5018,-73.9523,40.7783,Yorkville
5019,-73.9753,40.7345,Stuyvesant Town-Cooper Village
5020,-74.006,40.7078,Battery Park City-Lower Manhattan
5021,-73.9312,40.8553,Washington Heights North
5022,-73.9585,40.7437,Hunters Point-Sunnyside-West Maspeth
5023,-73.9898,40.7309,East Village
5024,-73.9678,40.7902,Upper West Side
5025,-73.9721,40.7611,Midtown-Midtown South
5027,-73.9757,40.7462,Murray Hill-Kips Bay
5028,-73.9877,40.7378,Gramercy
5029,-73.9807,40.7248,Lower East Side
5030,-73.9864,40.73,East Village
5031,-73.9772,40.7412,Murray Hill-Kips Bay
5032,-73.9507,40.773,Yorkville
5035,-73.9784,40.7775,Lincoln Square
5036,-73.9855,40.719,Lower East Side
5037,-73.9837,40.7223,East Village
5039,-74.0048,40.7321,West Village
5040,-73.9661,40.7929,Upper West Side
5041,-73.9507,40.7814,Yorkville
5042,-73.9896,40.7341,East Village
5043,-73.9819,40.7299,East Village
5045,-73.9782,40.7426,Murray Hill-Kips Bay
5046,-73.9854,40.7467,Midtown-Midtown South
5047,-73.993,40.7715,Clinton
5049,-73.9667,40.7953,Upper West Side
5050,-73.9261,40.7636,Astoria
5051,-73.926,40.8674,Marble Hill-Inwood
5052,-73.9839,40.7316,East Village
5054,-73.9831,40.7384,Gramercy
5055,-73.9628,40.7633,Lenox Hill-Roosevelt Island
5056,-73.9836,40.7264,East Village
5057,-73.9648,40.7535,Turtle Bay-East Midtown
5058,-73.9785,40.7457,Murray Hill-Kips Bay
5060,-73.9785,40.729,East Village
5061,-73.9782,40.7426,Murray Hill-Kips Bay
5062,-74.0099,40.7062,Battery Park City-Lower Manhattan
5063,-73.9223,40.6915,Bushwick South
5064,-73.9834,40.7239,East Village
5066,-73.9534,40.7838,Upper East Side-Carnegie Hill
5067,-73.994,40.7642,Clinton
5069,-74.0055,40.7111,Battery Park City-Lower Manhattan
5070,-73.9781,40.7413,Murray Hill-Kips Bay
5071,-73.9496,40.7709,Lenox Hill-Roosevelt Island
5072,-73.9454,40.8388,Washington Heights South
5073,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
5074,-73.9554,40.7814,Upper East Side-Carnegie Hill
5075,-73.9487,40.7805,Yorkville
5076,-73.9891,40.7596,Clinton
5077,-73.9522,40.7706,Lenox Hill-Roosevelt Island
5078,-73.9942,40.7672,Clinton
5079,-73.9825,40.7301,East Village
5081,-73.9789,40.7747,Lincoln Square
5082,-73.955,40.7701,Lenox Hill-Roosevelt Island
5083,-73.9823,40.7344,Gramercy
5084,-73.9918,40.7382,Hudson Yards-Chelsea-Flatiron-Union Square
5086,-73.9466,40.7803,Yorkville
5088,-73.9382,40.8367,Washington Heights South
5089,-73.9042,40.7755,Steinway
5090,-73.9256,40.7656,Old Astoria
5091,-73.98899999999998,40.7595,Clinton
5092,-73.9481,40.7751,Yorkville
5094,-73.9765,40.7489,Murray Hill-Kips Bay
5095,-73.9901,40.7601,Clinton
5096,-73.9788,40.7202,Lower East Side
5097,-73.9661,40.7929,Upper West Side
5098,-74.0362,40.6168,Bay Ridge
5099,-73.9908,40.7599,Clinton
5100,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
5101,-73.9689,40.7602,Turtle Bay-East Midtown
5102,-73.9904,40.76300000000001,Clinton
5103,-73.9635,40.7623,Lenox Hill-Roosevelt Island
5104,-73.9932,40.7598,Clinton
5105,-74.0044,40.7231,SoHo-TriBeCa-Civic Center-Little Italy
5106,-73.9986,40.7296,West Village
5107,-73.9949,40.7419,Hudson Yards-Chelsea-Flatiron-Union Square
5108,-74.0065,40.7081,Battery Park City-Lower Manhattan
5109,-73.9392,40.8021,East Harlem North
5111,-73.9447,40.7951,East Harlem South
5112,-73.9947,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
5113,-73.9905,40.7656,Clinton
5114,-73.9899,40.7182,Chinatown
5115,-73.9838,40.7587,Midtown-Midtown South
5116,-73.9964,40.7391,Hudson Yards-Chelsea-Flatiron-Union Square
5117,-73.9838,40.7287,East Village
5118,-73.9501,40.774,Yorkville
5119,-73.9947,40.7239,SoHo-TriBeCa-Civic Center-Little Italy
5120,-74.0162,40.7056,Battery Park City-Lower Manhattan
5121,-73.9483,40.811,Central Harlem North-Polo Grounds
5122,-73.968,40.7573,Turtle Bay-East Midtown
5123,-73.9909,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
5124,-73.9637,40.7592,Turtle Bay-East Midtown
5126,-73.9808,40.7426,Murray Hill-Kips Bay
5127,-73.9816,40.7776,Lincoln Square
5128,-73.9554,40.7677,Lenox Hill-Roosevelt Island
5129,-73.9861,40.7608,Midtown-Midtown South
5130,-73.9819,40.7386,Gramercy
5131,-73.9864,40.7399,Gramercy
5132,-73.9479,40.7721,Yorkville
5133,-73.8638,40.7327,Rego Park
5134,-73.9896,40.7341,East Village
5135,-73.9529,40.7693,Lenox Hill-Roosevelt Island
5136,-73.9823,40.7424,Gramercy
5137,-73.95100000000002,40.8244,Hamilton Heights
5138,-73.9498,40.7857,East Harlem South
5139,-73.9809,40.7278,East Village
5141,-73.9497,40.7844,Yorkville
5142,-74.0162,40.7056,Battery Park City-Lower Manhattan
5143,-74.0085,40.7057,Battery Park City-Lower Manhattan
5144,-73.9478,40.7802,Yorkville
5145,-73.9449,40.7765,Yorkville
5146,-73.9804,40.7868,Upper West Side
5147,-73.9502,40.7754,Yorkville
5148,-73.9816,40.7251,East Village
5149,-74.0113,40.7814,Unknown
5150,-73.9705,40.7893,Upper West Side
5151,-73.9591,40.764,Lenox Hill-Roosevelt Island
5152,-73.9626,40.7575,Turtle Bay-East Midtown
5153,-73.9095,40.8803,Spuyten Duyvil-Kingsbridge
5154,-73.9838,40.7586,Midtown-Midtown South
5155,-73.9853,40.7629,Midtown-Midtown South
5156,-74.0109,40.7191,SoHo-TriBeCa-Civic Center-Little Italy
5158,-73.9653,40.8031,Morningside Heights
5159,-73.9216,40.7416,Hunters Point-Sunnyside-West Maspeth
5160,-73.9626,40.7617,Lenox Hill-Roosevelt Island
5161,-73.9639,40.799,Upper West Side
5162,-73.984,40.7645,Midtown-Midtown South
5163,-73.9735,40.7468,Murray Hill-Kips Bay
5164,-74.0133,40.7175,Battery Park City-Lower Manhattan
5165,-73.9877,40.6645,Park Slope-Gowanus
5166,-73.9603,40.7695,Lenox Hill-Roosevelt Island
5167,-73.9772,40.7412,Murray Hill-Kips Bay
5168,-73.9241,40.8675,Marble Hill-Inwood
5169,-74.0149,40.7083,Battery Park City-Lower Manhattan
5170,-73.9857,40.7283,East Village
5171,-73.9464,40.8299,Hamilton Heights
5172,-73.9647,40.7571,Turtle Bay-East Midtown
5173,-73.9936,40.7391,Hudson Yards-Chelsea-Flatiron-Union Square
5174,-74.0015,40.7479,Hudson Yards-Chelsea-Flatiron-Union Square
5176,-73.9816,40.7396,Murray Hill-Kips Bay
5177,-74.0101,40.7067,Battery Park City-Lower Manhattan
5178,-73.9388,40.7097,Bushwick South
5179,-73.9897,40.7494,Midtown-Midtown South
5180,-73.9678,40.7605,Turtle Bay-East Midtown
5181,-73.9806,40.7788,Lincoln Square
5182,-73.9809,40.8452,Unknown
5183,-73.8448,40.7216,Forest Hills
5184,-73.9541,40.769,Lenox Hill-Roosevelt Island
5185,-73.9803,40.7444,Murray Hill-Kips Bay
5186,-73.9924,40.7302,West Village
5187,-73.9828,40.7761,Lincoln Square
5189,-73.9557,40.7705,Lenox Hill-Roosevelt Island
5190,-73.9392,40.8021,East Harlem North
5191,-73.9889,40.7313,East Village
5192,-73.9812,40.7733,Lincoln Square
5193,-74.0345,40.6188,Bay Ridge
5194,-73.969,40.7517,Turtle Bay-East Midtown
5195,-74.0113,40.7075,Battery Park City-Lower Manhattan
5196,-73.986,40.6927,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
5197,-73.9675,40.6891,Clinton Hill
5198,-73.9563,40.7681,Lenox Hill-Roosevelt Island
5199,-74.0165,40.7109,Battery Park City-Lower Manhattan
5200,-74.0072,40.7067,Battery Park City-Lower Manhattan
5201,-74.0119,40.7222,SoHo-TriBeCa-Civic Center-Little Italy
5202,-73.9533,40.771,Lenox Hill-Roosevelt Island
5203,-73.939,40.8454,Washington Heights South
5205,-74.0149,40.708,Battery Park City-Lower Manhattan
5206,-73.9702,40.7522,Turtle Bay-East Midtown
5207,-73.9986,40.7296,West Village
5208,-73.9672,40.7895,Upper West Side
5210,-73.9355,40.8161,Central Harlem North-Polo Grounds
5211,-73.9651,40.8024,Morningside Heights
5212,-73.9778,40.7763,Lincoln Square
5213,-73.9518,40.7717,Lenox Hill-Roosevelt Island
5214,-73.9923,40.6994,Brooklyn Heights-Cobble Hill
5215,-73.993,40.7715,Clinton
5216,-74.0055,40.7111,Battery Park City-Lower Manhattan
5219,-74.0143,40.71,Battery Park City-Lower Manhattan
5220,-73.9638,40.7634,Lenox Hill-Roosevelt Island
5221,-73.9651,40.759,Turtle Bay-East Midtown
5222,-73.9776,40.7454,Murray Hill-Kips Bay
5223,-73.9809,40.7278,East Village
5224,-73.8685,40.7035,Glendale
5225,-73.9898,40.7238,East Village
5227,-73.9563,40.7681,Lenox Hill-Roosevelt Island
5228,-73.9789,40.7492,Murray Hill-Kips Bay
5229,-73.952,40.7752,Yorkville
5230,-74.0155,40.7162,Battery Park City-Lower Manhattan
5231,-73.9256,40.7656,Old Astoria
5232,-73.9818,40.7341,Gramercy
5234,-73.9973,40.7606,Clinton
5235,-73.9978,40.7612,Clinton
5236,-73.9705,40.7893,Upper West Side
5237,-73.95100000000002,40.7752,Yorkville
5238,-73.9805,40.743,Murray Hill-Kips Bay
5240,-73.9723,40.7471,Murray Hill-Kips Bay
5241,-74.0059,40.7075,Battery Park City-Lower Manhattan
5242,-73.9891,40.7199,Chinatown
5244,-73.9885,40.732,East Village
5245,-73.9148,40.8713,Marble Hill-Inwood
5246,-73.9768,40.7307,Stuyvesant Town-Cooper Village
5247,-73.9864,40.7357,Gramercy
5248,-73.9256,40.7656,Old Astoria
5249,-73.9961,40.7381,Hudson Yards-Chelsea-Flatiron-Union Square
5251,-73.9566,40.7758,Upper East Side-Carnegie Hill
5253,-73.9783,40.6835,Park Slope-Gowanus
5254,-73.857,40.7134,Forest Hills
5255,-73.9867,40.7294,East Village
5256,-74.0085,40.7135,SoHo-TriBeCa-Civic Center-Little Italy
5257,-73.9875,40.7494,Midtown-Midtown South
5259,-73.985,40.7644,Clinton
5260,-73.9738,40.7473,Murray Hill-Kips Bay
5262,-73.9817,40.7707,Lincoln Square
5263,-73.9875,40.7494,Midtown-Midtown South
5265,-73.9875,40.7283,East Village
5266,-73.9969,40.742,Hudson Yards-Chelsea-Flatiron-Union Square
5267,-73.9833,40.7645,Midtown-Midtown South
5268,-73.9875,40.7315,East Village
5270,-74.002,40.7313,West Village
5271,-73.9529,40.7739,Yorkville
5272,-73.952,40.786,Upper East Side-Carnegie Hill
5273,-73.9901,40.726,East Village
5274,-73.9794,40.6783,Park Slope-Gowanus
5275,-73.9837,40.7674,Clinton
5276,-73.9144,40.8788,Spuyten Duyvil-Kingsbridge
5277,-74.0149,40.708,Battery Park City-Lower Manhattan
5278,-73.9789,40.7425,Murray Hill-Kips Bay
5279,-73.9928,40.7369,Hudson Yards-Chelsea-Flatiron-Union Square
5280,-73.9445,40.7771,Yorkville
5282,-74.0096,40.706,Battery Park City-Lower Manhattan
5283,-74.0017,40.7404,Hudson Yards-Chelsea-Flatiron-Union Square
5284,-73.9592,40.7641,Lenox Hill-Roosevelt Island
5285,-73.9557,40.7759,Yorkville
5286,-74.0059,40.7088,Battery Park City-Lower Manhattan
5287,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
5288,-73.8614,40.6665,East New York
5289,-73.9515,40.8252,Hamilton Heights
5290,-73.9865,40.7348,Gramercy
5291,-74.0015,40.7383,West Village
5292,-73.8487,40.7286,Forest Hills
5294,-73.9781,40.7658,Midtown-Midtown South
5295,-74.0087,40.6475,Sunset Park West
5296,-73.9677,40.7902,Upper West Side
5297,-73.9811,40.6669,Park Slope-Gowanus
5299,-73.9625,40.7575,Turtle Bay-East Midtown
5300,-73.9473,40.7753,Yorkville
5301,-74.0154,40.7158,Battery Park City-Lower Manhattan
5303,-73.9668,40.6905,Clinton Hill
5304,-74.0036,40.7399,West Village
5305,-73.9734,40.7897,Upper West Side
5306,-74.0138,40.7087,Battery Park City-Lower Manhattan
5307,-73.977,40.7488,Murray Hill-Kips Bay
5308,-73.9537,40.7173,North Side-South Side
5309,-73.9947,40.7252,West Village
5310,-73.9742,40.7959,Upper West Side
5311,-73.9865,40.7338,Gramercy
5312,-73.9952,40.7213,SoHo-TriBeCa-Civic Center-Little Italy
5313,-73.9809,40.7443,Murray Hill-Kips Bay
5314,-73.9519,40.7804,Yorkville
5315,-73.9867,40.7471,Midtown-Midtown South
5316,-73.9568,40.7841,Upper East Side-Carnegie Hill
5317,-73.9529,40.781,Upper East Side-Carnegie Hill
5319,-73.9996,40.7405,Hudson Yards-Chelsea-Flatiron-Union Square
5320,-73.9571,40.7762,Upper East Side-Carnegie Hill
5321,-73.8263,40.7393,Queensboro Hill
5322,-73.9705,40.8005,Upper West Side
5324,-74.0122,40.7074,Battery Park City-Lower Manhattan
5326,-73.9739,40.7536,Turtle Bay-East Midtown
5327,-73.9474,40.7775,Yorkville
5328,-73.9824,40.7422,Gramercy
5329,-73.9482,40.7832,Yorkville
5331,-73.9815,40.7407,Murray Hill-Kips Bay
5332,-73.9774,40.7845,Upper West Side
5333,-73.9603,40.7677,Lenox Hill-Roosevelt Island
5334,-73.9295,40.8608,Washington Heights North
5335,-73.9988,40.69300000000001,Brooklyn Heights-Cobble Hill
5336,-73.9504,40.7611,Lenox Hill-Roosevelt Island
5337,-73.9603,40.7695,Lenox Hill-Roosevelt Island
5338,-73.9568,40.8036,Central Harlem South
5339,-73.9721,40.7544,Turtle Bay-East Midtown
5340,-73.97399999999998,40.7532,Turtle Bay-East Midtown
5341,-73.9504,40.6416,Erasmus
5342,-73.9529,40.7693,Lenox Hill-Roosevelt Island
5343,-73.9784,40.7775,Lincoln Square
5344,-73.979,40.7368,Gramercy
5345,-73.9778,40.7467,Murray Hill-Kips Bay
5346,-74.0042,40.7103,Battery Park City-Lower Manhattan
5347,-74.006,40.706,Battery Park City-Lower Manhattan
5348,-73.9198,40.7058,Bushwick North
5349,-73.9544,40.7681,Lenox Hill-Roosevelt Island
5350,-74.0069,40.7074,Battery Park City-Lower Manhattan
5352,-73.9855,40.7298,East Village
5353,-73.9755,40.7889,Upper West Side
5354,-74.0092,40.7306,West Village
5355,-73.9461,40.779,Yorkville
5356,-73.9822,40.7406,Gramercy
5357,-73.9217,40.8687,Marble Hill-Inwood
5358,-73.9953,40.7553,Hudson Yards-Chelsea-Flatiron-Union Square
5359,-73.9864,40.73,East Village
5360,-73.9757,40.7486,Murray Hill-Kips Bay
5361,-73.9625,40.7575,Turtle Bay-East Midtown
5362,-73.9846,40.6921,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
5363,-73.9837,40.7831,Upper West Side
5364,-73.9909,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
5365,-73.9544,40.7681,Lenox Hill-Roosevelt Island
5366,-74.0158,40.7062,Battery Park City-Lower Manhattan
5368,-73.9918,40.7664,Clinton
5369,-73.9293,40.6989,Bushwick South
5370,-74.0166,40.7077,Battery Park City-Lower Manhattan
5371,-74.0076,40.7047,Battery Park City-Lower Manhattan
5372,-73.9395,40.8212,Central Harlem North-Polo Grounds
5373,-73.984,40.7645,Midtown-Midtown South
5374,-73.9413,40.7515,Queensbridge-Ravenswood-Long Island City
5375,-73.9772,40.7412,Murray Hill-Kips Bay
5376,-73.9385,40.8154,Central Harlem North-Polo Grounds
5377,-73.9421,40.8343,Washington Heights South
5379,-73.9689,40.8021,Morningside Heights
5380,-73.9511,40.6751,Crown Heights North
5381,-73.9401,40.8498,Washington Heights South
5382,-73.9639,40.7182,North Side-South Side
5383,-73.9075,40.7736,Steinway
5385,-73.9616,40.7173,North Side-South Side
5386,-74.0143,40.71,Battery Park City-Lower Manhattan
5387,-73.9897,40.7035,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
5388,-73.9238,40.6952,Bushwick South
5389,-73.9946,40.7325,West Village
5390,-73.9786,40.7291,East Village
5391,-74.0143,40.71,Battery Park City-Lower Manhattan
5392,-73.9885,40.761,Clinton
5393,-74.0038,40.7404,Hudson Yards-Chelsea-Flatiron-Union Square
5394,-73.9919,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
5395,-73.8903,40.7187,Middle Village
5396,-73.9814,40.7486,Murray Hill-Kips Bay
5397,-73.9916,40.7677,Clinton
5398,-73.9739,40.7375,Murray Hill-Kips Bay
5399,-73.9455,40.7929,East Harlem South
5400,-73.984,40.7645,Midtown-Midtown South
5402,-73.9947,40.7252,West Village
5403,-74.0066,40.7084,Battery Park City-Lower Manhattan
5404,-73.9927,40.7301,West Village
5406,-73.9482,40.7749,Yorkville
5407,-73.9803,40.7403,Murray Hill-Kips Bay
5408,-73.9876,40.7322,East Village
5409,-73.9807,40.7277,East Village
5410,-73.9968,40.7562,Hudson Yards-Chelsea-Flatiron-Union Square
5411,-74.0034,40.7337,West Village
5412,-74.0103,40.7053,Battery Park City-Lower Manhattan
5413,-73.9842,40.7785,Lincoln Square
5414,-73.9475,40.7801,Yorkville
5415,-73.9885,40.7396,Hudson Yards-Chelsea-Flatiron-Union Square
5416,-73.9515,40.7779,Yorkville
5418,-73.9524,40.7762,Yorkville
5419,-73.9938,40.7586,Clinton
5420,-74.0113,40.7075,Battery Park City-Lower Manhattan
5421,-73.9382,40.8367,Washington Heights South
5422,-73.9622,40.7582,Turtle Bay-East Midtown
5423,-73.9561,40.7777,Upper East Side-Carnegie Hill
5424,-73.9803,40.7444,Murray Hill-Kips Bay
5425,-74.0057,40.7084,Battery Park City-Lower Manhattan
5426,-73.9475,40.7801,Yorkville
5428,-73.9743,40.7521,Turtle Bay-East Midtown
5429,-73.9609,40.7619,Lenox Hill-Roosevelt Island
5430,-73.9968,40.7562,Hudson Yards-Chelsea-Flatiron-Union Square
5431,-74.0059,40.7128,SoHo-TriBeCa-Civic Center-Little Italy
5432,-73.9695,40.753,Turtle Bay-East Midtown
5433,-74.0078,40.7114,Battery Park City-Lower Manhattan
5434,-73.9751,40.7787,Upper West Side
5435,-73.9446,40.7797,Yorkville
5436,-73.9866,40.7306,East Village
5437,-73.97710000000002,40.7764,Lincoln Square
5438,-74.0148,40.7179,Battery Park City-Lower Manhattan
5439,-73.9561,40.7855,Upper East Side-Carnegie Hill
5440,-73.9742,40.796,Upper West Side
5441,-73.9517,40.77,Lenox Hill-Roosevelt Island
5442,-73.986,40.7609,Midtown-Midtown South
5445,-73.9954,40.7223,SoHo-TriBeCa-Civic Center-Little Italy
5446,-73.9209,40.7554,Astoria
5447,-73.9416,40.7471,Hunters Point-Sunnyside-West Maspeth
5449,-73.9809,40.776,Lincoln Square
5450,-73.9412,40.8278,Hamilton Heights
5451,-73.9928,40.7369,Hudson Yards-Chelsea-Flatiron-Union Square
5452,-73.9641,40.756,Turtle Bay-East Midtown
5453,-73.9465,40.7754,Yorkville
5454,-73.9462,40.7777,Yorkville
5455,-73.9808,40.7426,Murray Hill-Kips Bay
5456,-73.9514,40.7792,Yorkville
5457,-73.9819,40.7299,East Village
5458,-74.0047,40.7334,West Village
5459,-73.968,40.7673,Upper East Side-Carnegie Hill
5460,-73.9547,40.6557,Prospect Lefferts Gardens-Wingate
5461,-73.98100000000002,40.7716,Lincoln Square
5462,-73.9415,40.8243,Central Harlem North-Polo Grounds
5463,-73.9757,40.7461,Murray Hill-Kips Bay
5464,-73.9976,40.7545,Hudson Yards-Chelsea-Flatiron-Union Square
5465,-73.9839,40.7578,Midtown-Midtown South
5466,-73.9672,40.694,Clinton Hill
5468,-73.9773,40.7267,Lower East Side
5469,-73.9675,40.7933,Upper West Side
5470,-74.0018,40.7334,West Village
5471,-73.9897,40.7745,Lincoln Square
5472,-73.9777,40.7468,Murray Hill-Kips Bay
5473,-74.0095,40.7063,Battery Park City-Lower Manhattan
5475,-73.94,40.8223,Central Harlem North-Polo Grounds
5476,-73.9498,40.8081,Central Harlem South
5477,-73.9596,40.7633,Lenox Hill-Roosevelt Island
5478,-73.9847,40.7637,Midtown-Midtown South
5479,-73.9794,40.7363,Gramercy
5480,-73.9841,40.742,Gramercy
5481,-73.9846,40.7471,Midtown-Midtown South
5482,-74.0088,40.706,Battery Park City-Lower Manhattan
5484,-73.9572,40.7459,Hunters Point-Sunnyside-West Maspeth
5485,-73.9686,40.8005,Upper West Side
5486,-73.991,40.7472,Midtown-Midtown South
5488,-73.9819,40.7725,Lincoln Square
5489,-73.9937,40.7566,Clinton
5490,-73.9027,40.7254,Maspeth
5491,-73.9647,40.7571,Turtle Bay-East Midtown
5493,-73.9567,40.6529,Prospect Lefferts Gardens-Wingate
